crash_date,crash_time,borough,zip_code,latitude,longitude,on_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2020-11-09,21:00:00,Brooklyn,11207,40.66585,-73.88391999999999,New Lots Avenue,Warwick Street,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-18,08:00:00,Queens,11432,40.708076,-73.78238,179 Street,Jamaica Avenue,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-21,16:10:00,Brooklyn,11213,40.675329999999995,-73.93609000000001,Troy Avenue,Bergen Street,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-24,16:05:00,Manhattan,10003,40.731102,-73.98812,East 11 Street,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Van,Unspecified,Unspecified,Unspecified
2020-11-20,12:33:00,Brooklyn,11210,40.625774,-73.936325,Albany Avenue,Avenue K,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-19,12:22:00,Manhattan,10065,40.763042,-73.956535,York Avenue,Unknown,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified
2020-10-23,17:11:00,Queens,11435,40.70058,-73.80775,Sutphin Boulevard,Archer Avenue,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,E-Bike,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-17,18:00:00,Staten Island,10305,40.58524,-74.093414,Hylan Boulevard,Buel Avenue,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure To Keep Right,Unspecified,Unspecified,Unspecified,Pick-Up Truck,Pick-Up Truck,Unspecified,Unspecified,Unspecified
2020-11-15,16:25:00,Brooklyn,11206,40.71043,-73.948784,Lorimer Street,Maujer Street,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,Pick-Up Truck,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-04,18:40:00,Manhattan,10028,40.775929999999995,-73.94713,York Avenue,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Taxi,E-Bike,Unspecified,Unspecified,Unspecified
2020-11-05,23:10:00,Manhattan,10029,40.788579999999996,-73.95528399999999,5 Avenue,East 97 Street,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,Other,Unspecified,Unspecified,Unspecified
2020-10-27,18:20:00,Queens,11374,40.730957000000004,-73.85625999999999,64 Avenue,99 Street,1,0,1,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-11,16:56:00,Staten Island,10314,40.60693,-74.114876,Fine Boulevard,Athena Place,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-10-27,06:00:00,Brooklyn,11206,40.709557000000004,-73.93542,Scholes Street,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-29,12:00:00,Queens,11419,40.68605,-73.831726,111 Street,103 Avenue,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-26,15:11:00,Bronx,10458,40.859253,-73.88674,East Fordham Road,Lorillard Place,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Other,E-Scooter,Unspecified,Unspecified,Unspecified
2020-11-05,13:20:00,Manhattan,10018,40.756527,-73.994026,West 39 Street,9 Avenue,0,0,0,0,0,0,0,0,Oversized Vehicle,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Box Truck,Sedan,Unspecified,Unspecified,Unspecified
2020-10-14,09:55:00,Queens,11430,40.666306,-73.79171,Belt Parkway,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-10-15,09:00:00,Queens,11377,40.75777,-73.91003,31-05 49 Street,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-15,20:40:00,Manhattan,10035,40.799929999999996,-73.940674,Lexington Avenue,East 118 Street,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-25,23:10:00,Queens,11040,40.752243,-73.70212,Hewlett Street,Union Turnpike,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,Sedan,Unspecified,Unspecified,Unspecified
2020-11-01,12:35:00,Bronx,10473,40.822559999999996,-73.87101,Story Avenue,Metcalf Avenue,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-30,14:10:00,Brooklyn,11201,40.68892,-73.99915,Brooklyn Queens Expressway,Unknown,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-06,13:30:00,Bronx,10466,40.90092,-73.84300999999999,Hill Avenue,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-25,05:28:00,Brooklyn,11233,40.669918,-73.91889,Eastern Parkway,Saint Johns Place,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Bus,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-20,22:15:00,Bronx,10454,40.80682,-73.91749,East 138 Street,Saint Anns Avenue,1,0,1,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-29,17:50:00,Brooklyn,11204,40.610523,-73.981186,Avenue O,West 7 Street,1,0,1,0,0,0,0,0,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-10,14:49:00,Brooklyn,11236,40.6379,-73.90085,East 92 Street,Avenue K,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-16,13:00:00,Manhattan,10013,40.7171,-73.9986,Canal Street,Mulberry Street,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Other,Other,Unspecified,Unspecified,Unspecified
2020-10-30,00:45:00,Brooklyn,11239,40.654533,-73.860916,Belt Parkway,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-01,09:00:00,Bronx,10463,40.879307,-73.90295,Major Deegan Expressway,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-10-26,07:00:00,Bronx,10454,40.80543,-73.92087,Major Deegan Expressway,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-09,01:10:00,Brooklyn,11212,40.659107,-73.923225,East 93 Street,Clarkson Avenue,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-22,01:00:00,Queens,11368,40.742676,-73.839516,Long Island Expressway,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-22,17:00:00,Manhattan,10018,40.7537,-73.99309000000001,West 36 Street,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-12,08:35:00,Brooklyn,11235,40.585056,-73.928894,Belt Parkway,Unknown,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-12-04,13:15:00,Queens,11364,40.748783,-73.75657,61-42 Springfield Boulevard,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-24,11:52:00,Queens,11105,40.76943,-73.91025,Steinway Street,Unknown,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Bike,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-23,12:15:00,Manhattan,10029,40.790065999999996,-73.94709,East 103 Street,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Van,Unspecified,Unspecified,Unspecified
2020-11-06,12:10:00,Manhattan,10027,40.807095000000004,-73.945984,Lenox Avenue,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-10-18,21:30:00,Queens,11434,40.682567999999996,-73.79266,116 Avenue,Unknown,1,0,1,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-15,23:15:00,Brooklyn,11207,40.67425,-73.88885,Glenmore Avenue,Schenck Avenue,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified
2020-10-17,00:30:00,Brooklyn,11213,40.668648,-73.92835,Eastern Parkway,Unknown,1,0,0,0,1,0,0,0,Passing Or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,Unspecified,Unspecified,Unspecified
2020-10-22,17:43:00,Queens,11368,40.742096000000004,-73.86099,101-12 Christie Avenue,Unknown,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Bike,Unspecified
2020-10-29,20:15:00,Brooklyn,11210,40.629505,-73.94416,Flatbush Avenue,Avenue I,7,0,0,0,0,0,7,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Bus,Sedan,Unspecified,Unspecified,Unspecified
2020-10-28,14:45:00,Brooklyn,11204,40.615433,-73.99775,17 Avenue,74 Street,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-23,12:04:00,Manhattan,10012,40.724693,-73.99419,East Houston Street,Mott Street,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Other,Unspecified,Unspecified,Unspecified
2020-11-21,21:22:00,Manhattan,10035,40.799595000000004,-73.938805,3 Avenue,Unknown,0,0,0,0,0,0,0,0,Reaction To Uninvolved Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-10-13,17:15:00,Bronx,10469,40.87747,-73.84262,Tillotson Avenue,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-30,09:30:00,Queens,11105,40.77233,-73.89871,20-64 47 Street,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-23,16:00:00,Bronx,10468,40.86339,-73.9018,Davidson Avenue,Unknown,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-05,15:21:00,Brooklyn,11210,40.62689,-73.945885,Avenue J,Unknown,1,0,0,0,0,0,1,0,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
2020-11-07,04:00:00,Bronx,10467,40.88709,-73.87803000000001,Jerome Avenue,Bainbridge Avenue,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-14,14:05:00,Queens,11368,40.7441,-73.85476,108-75 51 Avenue,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-17,11:59:00,Brooklyn,11209,40.60567,-74.03094499999999,Belt Parkway,Unknown,0,0,0,0,0,0,0,0,Reaction To Uninvolved Vehicle,Following Too Closely,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-21,04:20:00,Manhattan,10002,40.722840000000005,-73.99145,Chrystie Street,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Box Truck,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-12-03,08:25:00,Bronx,10469,40.869545,-73.85783,Adee Avenue,Unknown,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-10,14:25:00,Bronx,10460,40.840866,-73.87281,East 180 Street,Morris Park Avenue,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Bus,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-06,18:35:00,Brooklyn,11203,40.663227,-73.93159,East New York Avenue,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-26,20:33:00,Bronx,10451,40.825424,-73.923485,Grand Concourse,East 158 Street,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Taxi,Unspecified,Unspecified,Unspecified
2020-11-01,13:35:00,Bronx,10466,40.882267,-73.840935,Needham Avenue,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-08,17:50:00,Brooklyn,11213,40.66895,-73.9339,Eastern Parkway,Schenectady Avenue,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Motorcycle,Sedan,Unspecified,Unspecified,Unspecified
2020-11-30,18:38:00,Bronx,10451,40.828114,-73.93106999999999,Major Deegan Expressway,Unknown,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,Unspecified,Other,Sedan,Unspecified,Unspecified,Unspecified
2020-10-13,12:25:00,Queens,11434,40.670715,-73.77696999999999,137 Avenue,159 Street,1,0,0,0,0,0,1,0,Passing Or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-20,17:51:00,Manhattan,10027,40.8188,-73.95603,West 133 Street,Unknown,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-01,10:06:00,Brooklyn,11219,40.627144,-74.00032,13 Avenue,63 Street,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-16,21:05:00,Manhattan,10029,40.795177,-73.93603,1 Avenue,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,E-Bike,Unspecified,Unspecified,Unspecified,Unspecified
2020-12-03,14:00:00,Bronx,10453,40.854588,-73.90187,Grand Concourse,East 181 Street,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-24,09:15:00,Bronx,10453,40.85396,-73.90944,West Burnside Avenue,Grand Avenue,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-18,17:00:00,Manhattan,10001,40.748740000000005,-74.000786,West 26 Street,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-07,18:10:00,Brooklyn,11225,40.6651,-73.94539,Brooklyn Avenue,Unknown,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-10-17,07:50:00,Bronx,10468,40.863327000000005,-73.89921,East 190 Street,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-13,16:55:00,Queens,11378,40.730366,-73.91388,Long Island Expressway,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-14,22:08:00,Bronx,10459,40.821415,-73.88933,Bruckner Boulevard,Faile Street,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Unspecified,Unspecified
2020-11-09,06:03:00,Bronx,10454,40.81165,-73.91448000000001,Saint Anns Avenue,East 145 Street,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Bus,Unspecified,Unspecified,Unspecified
2020-11-20,07:00:00,Manhattan,10027,40.810173,-73.95116999999999,West 125 Street,Unknown,1,0,0,0,0,0,1,0,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,Box Truck,Box Truck,Other,Unspecified,Unspecified
2020-11-25,12:00:00,Staten Island,10314,40.58695,-74.16416,Richmond Hill Road,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-13,00:00:00,Bronx,10455,40.81033,-73.90914000000001,East 145 Street,Concord Avenue,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified
2020-10-16,15:16:00,Queens,11378,40.729275,-73.91199,54-25 58 Street,Unknown,1,0,1,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-25,06:50:00,Queens,11104,40.741364000000004,-73.92096,Greenpoint Avenue,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-10,14:12:00,Bronx,10466,40.89077,-73.84869,Gunther Avenue,Unknown,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified
2020-11-08,23:58:00,Queens,11379,40.71946,-73.89116999999999,Eliot Avenue,69 Street,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified
2020-10-18,14:22:00,Brooklyn,11238,40.678326,-73.97203,Carlton Avenue,Prospect Place,1,0,0,0,1,0,0,0,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Bike,Unspecified,Unspecified,Unspecified
2020-10-31,10:31:00,Bronx,10460,40.845554,-73.88749,East 179 Street,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-27,16:00:00,Manhattan,10028,40.773438,-73.951195,East 81 Street,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-30,18:35:00,Queens,11427,40.733948,-73.74608,80-68 Springfield Boulevard,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-23,10:40:00,Queens,11691,40.59527,-73.78184499999999,Beach Channel Drive,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Van,Unspecified,Unspecified,Unspecified
2020-12-04,03:10:00,Queens,11379,40.712505,-73.89591,Metropolitan Avenue,65 Street,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-10-12,16:20:00,Queens,11367,40.722522999999995,-73.82754,Van Wyck Expwy,Unknown,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-20,13:30:00,Brooklyn,11232,40.655895,-74.00591,Gowanus Expy (Bqe),Unknown,4,0,0,0,0,0,4,0,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Pick-Up Truck,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified
2020-11-07,00:59:00,Brooklyn,11208,40.68419,-73.8703,Autumn Avenue,Fulton Street,0,3,0,0,0,1,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,Unspecified,Unspecified,Unspecified
2020-11-20,12:00:00,Queens,11385,40.708374,-73.84271,Jackie Robinson Pkwy,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified
2020-11-24,12:55:00,Brooklyn,11207,40.669792,-73.8924,Sutter Avenue,Wyona Street,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-05,00:00:00,Bronx,10460,40.84574,-73.88784,East 179 Street,Prospect Avenue,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-16,17:51:00,Manhattan,10032,40.84241,-73.93536,West 172 Street,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Other,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-27,07:05:00,Bronx,10451,40.826855,-73.922676,Grand Concourse,East 161 Street,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-14,16:49:00,Brooklyn,11210,40.626152000000005,-73.941925,East 35 Street,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-07,17:30:00,Manhattan,10018,40.7556,-73.99181,West 39 Street,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-05,23:40:00,Brooklyn,11211,40.715664000000004,-73.938866,Olive Street,Unknown,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-12-01,09:20:00,Brooklyn,11214,40.593990000000005,-73.9962,Shore Parkway,24 Avenue,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-01,02:50:00,Manhattan,10038,40.707462,-74.00404,Fulton Street,Water Street,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
